2025-05-12 13:25:24.331339 [INF] [CB_RO#trend] TrendStrength=_trendStrength,_trendStrength.Ewma,_trendStrength.DoubleEwma,_trendStrength.DoubleEwmaSlope,BuildUpInProgress,ReductionInProgress,_buildUpStepSize,_reductionStepSize,PositionMultiplier,TargetPosition,SlopeSignCount,TrendStatus
2025-05-12 14:06:20.337951 [INF] [CB_RO#trend] TrendStrength=-1,-3.715378026784795E-05,-0.0005071790061182151,5.176222796801047E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:06:21.357694 [INF] [CB_RO#trend] TrendStrength=1,0.0004628647966222309,-0.0005068879929773929,4.872846391302589E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:06:23.338664 [INF] [CB_RO#trend] TrendStrength=1,0.0009626333642238648,-0.0005064471365702327,4.869711910494975E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:06:24.368242 [INF] [CB_RO#trend] TrendStrength=1,0.001462152047541698,-0.0005058565568149992,4.866579206345067E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:06:26.968379 [INF] [CB_RO#trend] TrendStrength=-1,0.0009614209715179823,-0.0005054163735564994,4.563448277901741E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:06:31.748124 [INF] [CB_RO#trend] TrendStrength=1,0.0014609402610321683,-0.0005048264665661229,4.5605591242142914E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:06:33.568231 [INF] [CB_RO#trend] TrendStrength=1,0.0019602097909015973,-0.0005040869556888826,4.5576715973325194E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:06:38.128547 [INF] [CB_RO#trend] TrendStrength=-1,0.0014592296860062018,-0.0005034979606963741,4.5547856963884135E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:06:41.787844 [INF] [CB_RO#trend] TrendStrength=-1,0.0009585000711632538,-0.0005030593612868163,4.5519014205142864E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:00.638751 [INF] [CB_RO#trend] TrendStrength=-1,0.0004580208211277273,-0.0005027710372320919,4.549018768842993E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:00.688952 [INF] [CB_RO#trend] TrendStrength=-1,-4.2208189282781465E-05,-0.0005026328683777071,4.5461377405079307E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:01.138924 [INF] [CB_RO#trend] TrendStrength=-1,-0.0005421870851880851,-0.0005026447346427502,4.2432583346427603E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:01.357707 [INF] [CB_RO#trend] TrendStrength=-1,-0.001041915991645436,-0.0005028065160198509,3.6406205503817634E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:13.648619 [INF] [CB_RO#trend] TrendStrength=1,-0.0005413950336496684,-0.0005028180925751399,3.0384642398593577E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:15.527669 [INF] [CB_RO#trend] TrendStrength=1,-4.1124336132898663E-05,-0.0005026795844482072,2.7367891082922007E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:22.049266 [INF] [CB_RO#trend] TrendStrength=-1,-0.0005411037739647772,-0.0005026911117050622,2.135354861060681E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:25.427878 [INF] [CB_RO#trend] TrendStrength=1,-4.083322207784992E-05,-0.000502552554338174,1.534401350708611E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:30.108080 [INF] [CB_RO#trend] TrendStrength=-1,-0.0005408128054667559,-0.0005025640324135125,9.339282828616565E-08,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:31.048508 [INF] [CB_RO#trend] TrendStrength=-1,-0.0010405423990639674,-0.0005027254259235076,3.339353633086562E-08,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:33.812598 [INF] [CB_RO#trend] TrendStrength=1,-0.0005400221278644905,-0.0005027366149340899,3.4422298002007716E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:39.609950 [INF] [CB_RO#trend] TrendStrength=1,-3.975211680061334E-05,-0.0005025977195846498,3.5148793057311266E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:52.229112 [INF] [CB_RO#trend] TrendStrength=-1,-0.000539732240742158,-0.0005026088599409971,3.5874701753094845E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:07:52.378326 [INF] [CB_RO#trend] TrendStrength=-1,-0.0010394623746217318,-0.0005027699159954013,3.6600024449638843E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:00.238005 [INF] [CB_RO#trend] TrendStrength=1,-0.000538942643434476,-0.000502780767813633,3.7324761506898375E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:02.158827 [INF] [CB_RO#trend] TrendStrength=1,-3.867317211281383E-05,-0.0005026415355349228,3.804891328439489E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:08.448551 [INF] [CB_RO#trend] TrendStrength=-1,-0.0005386538355267023,-0.0005026523392249203,3.8772480141866655E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:11.218938 [INF] [CB_RO#trend] TrendStrength=1,-3.8384508608994036E-05,-0.0005025130588757356,3.949546243840144E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:20.829026 [INF] [CB_RO#trend] TrendStrength=-1,-0.0005383653163546345,-0.0005025238145529793,4.021786053319543E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:23.648338 [INF] [CB_RO#trend] TrendStrength=1,-3.8096133696512244E-05,-0.0005023844862487224,3.40939674785181E-08,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:30.248001 [INF] [CB_RO#trend] TrendStrength=-1,-0.000538077085629609,-0.0005023951940285366,3.414209055533062E-08,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:34.277699 [INF] [CB_RO#trend] TrendStrength=1,-3.7808047086849246E-05,-0.0005022558178844541,3.419017001956865E-08,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:46.308708 [INF] [CB_RO#trend] TrendStrength=1,0.0004622108569366391,-0.0005019664778820078,6.423820589892887E-08,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:46.488149 [INF] [CB_RO#trend] TrendStrength=1,0.0009619797515081157,-0.0005015272940131908,1.242621982210459E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:53.147644 [INF] [CB_RO#trend] TrendStrength=1,0.0014614987616323066,-0.0005009383861964972,1.8423816171357328E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:08:59.238349 [INF] [CB_RO#trend] TrendStrength=1,0.0019607680122514354,-0.000500199874276963,2.4416612579597917E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:10.768589 [INF] [CB_RO#trend] TrendStrength=-1,0.0014597876282453647,-0.0004996118780262064,3.0404611987139285E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:11.828971 [INF] [CB_RO#trend] TrendStrength=-1,0.0009590577344312972,-0.0004991742771424691,3.338781733266418E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:18.378499 [INF] [CB_RO#trend] TrendStrength=-1,0.00045857820556413664,-0.0004988869513976572,3.636863155322069E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:21.818519 [INF] [CB_RO#trend] TrendStrength=-1,-4.165108353859035E-05,-0.0004987497806372994,3.6347056114229956E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:22.230517 [INF] [CB_RO#trend] TrendStrength=-1,-0.000541630257996766,-0.0004987626447805072,3.6325492480293773E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:24.928362 [INF] [CB_RO#trend] TrendStrength=1,-4.1359442867822636E-05,-0.0004986254238199334,3.630394064520724E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:25.228208 [INF] [CB_RO#trend] TrendStrength=1,0.0004586612368535562,-0.0004983382378217314,3.6282400602764397E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:28.468725 [INF] [CB_RO#trend] TrendStrength=-1,-4.1568093764815484E-05,-0.0004982012067785143,3.3260872346765153E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:30.499749 [INF] [CB_RO#trend] TrendStrength=-1,-0.000541547309717878,-0.0004982142106093962,2.724175587101021E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:36.179079 [INF] [CB_RO#trend] TrendStrength=1,-4.127653606307417E-05,-0.0004980771293070324,2.122744969930597E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:40.328349 [INF] [CB_RO#trend] TrendStrength=-1,-0.0005412558977949876,-0.0004980900829375788,1.5217950886276282E-07,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:41.429469 [INF] [CB_RO#trend] TrendStrength=-1,-0.0010409852698460352,-0.0004982529514936513,9.21325648817889E-08,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:41.609880 [INF] [CB_RO#trend] TrendStrength=-1,-0.001540464777211057,-0.0004985656150413664,3.213363562907601E-08,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:46.568512 [INF] [CB_RO#trend] TrendStrength=1,-0.0010396945448225066,-0.0004987279537203008,2.182691699863931E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:47.310290 [INF] [CB_RO#trend] TrendStrength=1,-0.0005391746975501506,-0.0004987400877434498,2.255703705745203E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:49.478143 [INF] [CB_RO#trend] TrendStrength=1,-3.890511020143055E-05,-0.0004986021372501872,2.3286569746159938E-09,False,False,1,1,1,0.01,2,None
2025-05-12 14:09:52.009538 [INF] [CB_RO#trend] TrendStrength=-1,-0.0005388856576462748,-0.000498614222306306,-2.7598448457469284E-08,False,True,1,1,0,0.00,0,Reduction
2025-05-12 14:09:57.510430 [INF] [CB_RO#trend] TrendStrength=-1,-0.0010386162148173965,-0.0004987762229040594,-5.750161255450728E-08,False,False,1,1,0,0.00,-1,None
2025-05-12 14:09:58.589729 [INF] [CB_RO#trend] TrendStrength=-1,-0.001538096906709933,-0.0004990880191092012,-8.738084998049502E-08,True,False,1,1,1,-0.01,-2,BuildUp
2025-05-12 14:10:02.978861 [INF] [CB_RO#trend] TrendStrength=-1,-0.002037327858256523,-0.0004995494910609453,-1.472361753912933E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:03.868283 [INF] [CB_RO#trend] TrendStrength=-1,-0.00253630919432734,-0.0005001605189719251,-2.0704360343463913E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:05.120571 [INF] [CB_RO#trend] TrendStrength=1,-0.0020350410397302313,-0.0005006209831281526,-2.3680316345013217E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:05.235823 [INF] [CB_RO#trend] TrendStrength=1,-0.0015340235192104214,-0.0005009310038889772,-2.3653888476107356E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:07.649067 [INF] [CB_RO#trend] TrendStrength=-1,-0.0020332565074507613,-0.0005013907015400457,-2.662747819744886E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:09.169843 [INF] [CB_RO#trend] TrendStrength=-1,-0.0025322398791969808,-0.0005019999562933426,-3.2598685498928455E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:14.149001 [INF] [CB_RO#trend] TrendStrength=-1,-0.0030309737592573273,-0.0005027586484342317,-4.156511184044481E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:19.549117 [INF] [CB_RO#trend] TrendStrength=1,-0.002529458272377754,-0.0005033666583214147,-4.7524360151086865E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:29.478959 [INF] [CB_RO#trend] TrendStrength=1,-0.0020281935432416203,-0.0005038241063868908,-5.047883482831375E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:34.619658 [INF] [CB_RO#trend] TrendStrength=1,-0.0015271794464700545,-0.0005041311129889156,-5.04309387971448E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:36.448904 [INF] [CB_RO#trend] TrendStrength=-1,-0.002026415856746765,-0.000504587798412043,-5.038307351097659E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:36.839624 [INF] [CB_RO#trend] TrendStrength=-1,-0.0025254026488183367,-0.0005051940428671648,-5.033523895239681E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:54.389972 [INF] [CB_RO#trend] TrendStrength=-1,-0.0030241399474938728,-0.0005059497266385527,-5.328743510400139E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:54.442716 [INF] [CB_RO#trend] TrendStrength=-1,-0.003522627877520071,-0.000506854730083817,-5.923726194839848E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:55.519706 [INF] [CB_RO#trend] TrendStrength=-1,-0.004020866563581256,-0.0005079089336338661,-6.518232093820461E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:55.591045 [INF] [CB_RO#trend] TrendStrength=-1,-0.004518856130299411,-0.0005091122177928657,-7.112261499523081E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:10:55.789265 [INF] [CB_RO#trend] TrendStrength=-1,-0.0050165967022342065,-0.000510464463138198,-7.705814703966286E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:05.678858 [INF] [CB_RO#trend] TrendStrength=1,-0.004514088403883145,-0.0005116655503204213,-8.298891999006567E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:06.609867 [INF] [CB_RO#trend] TrendStrength=1,-0.004011831359681259,-0.0005127156000632294,-8.891493676338653E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:12.319670 [INF] [CB_RO#trend] TrendStrength=-1,-0.004509825444001364,-0.0005139147330164107,-9.783620027495029E-07,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:12.818506 [INF] [CB_RO#trend] TrendStrength=-1,-0.005007570531279308,-0.0005152628297558894,-1.0675031343846384E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:21.512500 [INF] [CB_RO#trend] TrendStrength=-1,-0.005505066746013614,-0.0005167597709307666,-1.1565728063601759E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:22.182644 [INF] [CB_RO#trend] TrendStrength=-1,-0.006002314212640553,-0.0005184054372632794,-1.2455710624726681E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:24.662569 [INF] [CB_RO#trend] TrendStrength=-1,-0.006499313055534178,-0.0005201997095487605,-1.334497946494349E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:28.882565 [INF] [CB_RO#trend] TrendStrength=-1,-0.006996063399006356,-0.0005221424686555976,-1.423353502173145E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:31.792178 [INF] [CB_RO#trend] TrendStrength=1,-0.0064925653673069085,-0.0005239335955251927,-1.482137773232701E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:34.482475 [INF] [CB_RO#trend] TrendStrength=1,-0.005989319084623311,-0.000525573211171922,-1.5108748033723944E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:36.342414 [INF] [CB_RO#trend] TrendStrength=-1,-0.006486324425080944,-0.0005273614365360944,-1.5695886215673144E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:37.772559 [INF] [CB_RO#trend] TrendStrength=-1,-0.006983081262868349,-0.0005292981524839938,-1.6582552420764417E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:39.502971 [INF] [CB_RO#trend] TrendStrength=-1,-0.00747958972223686,-0.0005313832399549194,-1.7468506938508725E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:47.902868 [INF] [CB_RO#trend] TrendStrength=1,-0.006975849927375797,-0.0005333165799611454,-1.805375020525607E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:48.782365 [INF] [CB_RO#trend] TrendStrength=1,-0.006472362002412165,-0.0005350982935878806,-1.8338522657114E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:52.232207 [INF] [CB_RO#trend] TrendStrength=1,-0.005969125821411014,-0.0005367285018462273,-1.8323064582947924E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:52.782482 [INF] [CB_RO#trend] TrendStrength=1,-0.005466141258500364,-0.0005382073256732234,-1.800761612446287E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:11:59.632761 [INF] [CB_RO#trend] TrendStrength=-1,-0.005963408187871059,-0.0005398348859318825,-1.7692417276284957E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:02.992691 [INF] [CB_RO#trend] TrendStrength=-1,-0.006460426483777069,-0.0005416110634112359,-1.7677467886043183E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:05.402614 [INF] [CB_RO#trend] TrendStrength=1,-0.005957196270535235,-0.0005432357389733729,-1.7662527801450978E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:08.682477 [INF] [CB_RO#trend] TrendStrength=-1,-0.006454217672399913,-0.0005450090335534007,-1.7647597017306227E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:11.532348 [INF] [CB_RO#trend] TrendStrength=-1,-0.006950990563563658,-0.0005469308280124035,-1.7632675528409641E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:16.242453 [INF] [CB_RO#trend] TrendStrength=1,-0.006447515068281932,-0.0005487010032844841,-1.7317763329564688E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:35.843436 [INF] [CB_RO#trend] TrendStrength=1,-0.005944291310747847,-0.0005503196803767229,-1.7003100415577464E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:35.972711 [INF] [CB_RO#trend] TrendStrength=1,-0.005441319165092528,-0.0005517869802221375,-1.6688686634256884E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:38.912765 [INF] [CB_RO#trend] TrendStrength=-1,-0.005938598505509927,-0.0005534030236797237,-1.6674521833496387E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:43.352332 [INF] [CB_RO#trend] TrendStrength=1,-0.005435629206257227,-0.0005548676915344969,-1.6660365861273507E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:48.562672 [INF] [CB_RO#trend] TrendStrength=1,-0.004932911391654154,-0.0005561811046445326,-1.6346218712650078E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:49.572513 [INF] [CB_RO#trend] TrendStrength=1,-0.004430444935958382,-0.0005573433837939267,-1.5732320382690827E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:12:50.592992 [INF] [CB_RO#trend] TrendStrength=1,-0.003928229713490459,-0.0005583546496928356,-1.511891071946268E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:13:09.322359 [INF] [CB_RO#trend] TrendStrength=1,-0.003426265598633769,-0.0005592150229775178,-1.420598942411717E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:13:17.370713 [INF] [CB_RO#trend] TrendStrength=-1,-0.003924552465834397,-0.0005602246242103748,-1.329379619797132E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:13:17.420782 [INF] [CB_RO#trend] TrendStrength=-1,-0.0044225901896014245,-0.000561383333879992,-1.2682330595507863E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:13:25.662561 [INF] [CB_RO#trend] TrendStrength=1,-0.003920378894506679,-0.0005623910325481798,-1.2071352171456926E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:13:29.362573 [INF] [CB_RO#trend] TrendStrength=-1,-0.004418418705059371,-0.000563547840849933,-1.1760860627795574E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:13:39.732606 [INF] [CB_RO#trend] TrendStrength=-1,-0.004916209495706786,-0.00056485363934639,-1.1450615666666282E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:13:44.082533 [INF] [CB_RO#trend] TrendStrength=1,-0.004413751390958988,-0.0005660083086718737,-1.114061713737677E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:13:46.792472 [INF] [CB_RO#trend] TrendStrength=1,-0.003911544515263564,-0.0005670119695338511,-1.083086488931845E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:14:00.922999 [INF] [CB_RO#trend] TrendStrength=-1,-0.004409588743005877,-0.0005681647425658926,-1.0821358771965855E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:14:01.562308 [INF] [CB_RO#trend] TrendStrength=-1,-0.004907383948634319,-0.000569466508327713,-1.1111858634877346E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:14:21.823310 [INF] [CB_RO#trend] TrendStrength=-1,-0.005404930256659947,-0.0005709171474522125,-1.1702124474694703E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:14:27.642848 [INF] [CB_RO#trend] TrendStrength=1,-0.004902227791531673,-0.0005722165406454363,-1.1991916435061451E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:14:53.032761 [INF] [CB_RO#trend] TrendStrength=-1,-0.005399776677635852,-0.0005736648086865332,-1.2281474806541252E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:14:53.262707 [INF] [CB_RO#trend] TrendStrength=-1,-0.0058970767892969796,-0.0005752618322807161,-1.2870799732536275E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:01.422378 [INF] [CB_RO#trend] TrendStrength=-1,-0.006394128250902276,-0.0005770074922063024,-1.3459651356369401E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:01.692665 [INF] [CB_RO#trend] TrendStrength=-1,-0.006890931186776771,-0.0005789016693146734,-1.4048029968283401E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:02.043485 [INF] [CB_RO#trend] TrendStrength=-1,-0.0073874857211833275,-0.0005809442445302339,-1.49359358583602E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:03.732612 [INF] [CB_RO#trend] TrendStrength=-1,-0.007883791978322681,-0.0005831350988503714,-1.6123129316520322E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:16.442415 [INF] [CB_RO#trend] TrendStrength=1,-0.007379850082333574,-0.0005851741133454162,-1.7009370779523634E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:18.042642 [INF] [CB_RO#trend] TrendStrength=-1,-0.007876160157292353,-0.0005873614091586001,-1.7894900830887169E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:26.812732 [INF] [CB_RO#trend] TrendStrength=1,-0.007372222077213763,-0.0005893968673590165,-1.847971990680394E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:27.112635 [INF] [CB_RO#trend] TrendStrength=1,-0.006868535966175211,-0.000591280609088661,-1.906406844322478E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:29.452457 [INF] [CB_RO#trend] TrendStrength=-1,-0.007365101698192069,-0.0005933127554153918,-1.9647946728858634E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:31.692413 [INF] [CB_RO#trend] TrendStrength=-1,-0.007861419147342917,-0.0005954931873329699,-2.023135505225377E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:42.552712 [INF] [CB_RO#trend] TrendStrength=1,-0.0073574884377693005,-0.0005975217859081006,-2.051429370179814E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 14:15:43.202782 [INF] [CB_RO#trend] TrendStrength=1,-0.006853809693550471,-0.000599398672280393,-2.0497002965719648E-06,False,False,1,1,1,-0.01,-2,None
